"";"property_id";"city";"price";"surface_total";"surface_covered";"rooms";"bedrooms";"bathrooms";"title";"description";"property_type";"operation_type";"geometry";"dist_fitness_centre";"dist_park";"dist_playground"
"11";"ea26e05193942a6f84f67119";"Cali";NA;144;NA;NA;3;3;"Casa Condominio En Venta En Cali Ciudad Jardín Cod. VBIEI828";"Linda casa  de 2 pisos en unidad residencial  totalmente remodelada en el exclusivo sector de ciudad jardin  consta primer piso: sala, comedor,baño social,  cocina integral ,zona de oficios,cuarto de servicio con baño, 2 cuartos, baño, garaje para tres vehiculos.Segundo piso cuarto principal con baño y amplio closet.La unidad cuenta con piscina,canchas multiples, salon social, vigilancia 24/7 ,porteria con sala de espera .";"Casa";"Venta";c(-76.528, 3.359);571,35763095875;9,71777320047989;1362,31125667496
"12";"e2e947bb30ec6c0c5032d62a";"Cali";NA;NA;NA;NA;8;7;"Casa en venta en san fernando 3476093";"VENDE CASA EN EL SECTOR DE SAN FERNANDO VIEJO, LA CASA ESTA DIVIDIDA EN CUATRO APARTAESTUDIOS DE DOS HABITACIONES, UN BA&Ntilde;O Y COCINETA CADA UNO, EXCELENTE UBICACI&Oacute;N, VARIAS V&Iacute;AS DE ACCESO, SUPERMERCADOS Y CENTROS COMERCIALES CERCANOS.<br /><br />
  <br />
 Ref#571455.";"Casa";"Venta";c(-76.542, 3.427);385,595203571115;172,428223757595;1026,82625808584
"13";"77753f92a23b9e4c674e8a5c";"Cali";NA;NA;102;3;3;3;"Apartamento En Venta En Cali Urbanizacin La Flora";"APARTAMENTO UBICADO EN SECTOR EXCLUSIVO DEL NORTE DE LA CIUDAD, BARRIO LA FLORA, PARTE NUEVA, PISO ALTO, ILUMINADO, MUY FRESCO Y CON EXCELENTE VISTA, COMPUESTO POR 3 HABITACIONES, PRINCIPAL CON BAO, VESTIER Y BALCN, AMPLIA SALA COMEDOR, COCINA INTEGRAL CON BUENA REA DE SERVICIOS, CONDOMINIO BIEN EQUIPADO, CUENTA CON SAUNA, JACUZZI Y PISCINA, REA DE JUEGOS PARA NIOS, DOBLE ASCENSOR Y PARQUEADEROS CUBIERTOS, CERCANO A CENTROS COMERCIALES, RESTAURANTES, SUPERMERCADOS,  ESTRATGICA UBICACIN.CONTCTENOS: TRES DIECISIETE CINCO TREINTA Y UNO TREINTA Y UNO TREINTA Y CINCO";"Apartamento";"Venta";c(-76.515, 3.488);273,818105196559;124,434161105223;267,651028002993
"14";"62114e47c50d55b7a6fe8db8";"Cali";NA;NA;89;3;3;2;"Apartamento En Venta En Cali Urbanizacin La Flora Cod. VKWC10405451";"Se vende este hermoso, fresco e iluminado apartamento ubicado en uno de los mejores sectores del norte de la ciudad de Cali, Barrio la Flora.El apartamento est distribuido con 3 habitaciones las cuales cuentan con muy buena ventilacin, 2 baos, cocina integral, estudio, sala comedor, zona de ropas, parqueadero asignado cubierto y un balcn con espectacular vista. Las zonas sociales de la unidad cuentan con piscina, turco, gimnasio, kiosko y juegos para nios. No te quedes sin la oportunidad de conocer esta espectacular propiedad.";"Apartamento";"Venta";c(-76.515, 3.488);273,818105196559;124,434161105223;267,651028002993
"15";"c7e1556610142166239ad229";"Cali";NA;NA;NA;9;9;NA;"VENTA CASA TEQUENDAMA CALI PARA NEGOCIO";"¡BAJO DE PRECIO!

 

Codigo. 3187FR171 Se vende inmueble de 3 pisos en barrio Tequendama.Actualmente renta $ 4100  mensuales.Tiene 350 M2 .Consta de 3 pisos independientes tiene 9 habitaciones, 5 baños privados, 3 baños sociales, 2 closet,  3 zonas de ropa, 1 balcon, 1 terraza, gas natural, puerta de seguridad. Zona de centros medicos, de salud, faciles vias de acceso.Zona comercial.

A pocas cuadras de cc cosmocentro. Cerca a la clínica imbanaco, éxito de San Fernando, avenida rousvellt Rentando $4100
";"Casa";"Venta";c(-76.5085771, 3.4208946);886,692463250288;116,550954745136;237,094779643858
"16";"b2d57313159dfe4922321051";"Cali";NA;133;133;5;5;2;"Casa-Local En Venta En Cali Calima";"Venta de propiedad ideal para empresa, esta acondicionada de la siguiente manera, El primer nivel cuenta con 1 oficina, tiene un espacio para tres vehculos, 2baos, para mujer y hombre. 2Nivel cuenta con: 4 oficinas, cocina abierta, cuenta con aire acondicionado, muy buena ubicacion, espacios amplios cerca a la 5";"Casa";"Venta";c(-76.496, 3.465);471,419548322854;24,799359577049;1341,0345026356
"17";"50d3e7164f1cb7cf14ad42a6";"Cali";NA;NA;118;3;3;3;"Apartamento En Venta En Cali Pance";"Venta de hermoso apartamento en un exclusiva ubicacin de pance cerca a universidades, colegios, centros comerciales. Precio $460.000.000, valor de administracin $340.000. El apto es un primer nivel con ascensor, consta de cocina tipo americano, y zona de oficios con patio, sala comedor, estudio o sala de tv, balcn amplio, baos de visitantes, 3 alcobas, la principal con bao y vestier, el apto tiene 2 parqueaderos lineales en stano y deposito. La unidad tiene vigilancia las 24 horas, zona de juegos infantiles, piscina para adultos y nios, saln social para reuniones.";"Apartamento";"Venta";c(-76.53, 3.354);1125,66519588799;68,9153376868574;1902,79578370567
"18";"d940a0ebc88a1d011c08a177";"Cali";NA;NA;NA;NA;3;2;"APARTAMENTO EN VENTA, CALI";"Venta de apartamento en el Sur de Cali, Valle del Lili  apartamento de 70.84 metros cuadrados, 10mo piso con ascensor,  consta de tres habitaciones, y 2 baños todas las habitaciones tienen Closet  sala comedor, piso en cerámica, cocina integral, zona de oficios, dos balcones, parqueadero, Biblioteca, ventanal grande. La unidad tiene  piscina para adultos y niños,  salón social, juegos infantiles, gimnasio y  sauna.";"Apartamento";"Venta";c(-76.5117267, 3.3684703);1241,95075437618;95,6817566369703;692,119711707174
"19";"738174a44a37ce206c11b673";"Cali";NA;NA;NA;NA;4;6;"CASA EN VENTA EN CALI";"VELOZA INMOBILIARIA, VENDE. Casa en unidad residencial VILLAS DEL COUNTRY, casa de dos pisos., moderna cuenta sala y comedor en espacios independientes., sala TV., Estudio., con cuatro alcobas cada una con baño., la principal cuenta con vestier y amplia terraza., alcoba servicio., parqueadero para  cuatro vehículos., zonas verdes y jardines internos., la unidad cuenta con amplias zonas verdes., riachuelo., salón social., juegos., piscinas. gym ., y turco., Excelente ubicación., principales universidades., como La San Buenaventura., ., Javeriana., La Icesi., y colegios , como son el colombo Británico, Claret, Coomeva, y otros... , más información con INDIRA OYOLA CEL. 3104005590";"Casa";"Venta";c(-76.536, 3.337);1032,45567537275;445,313526989755;3824,34334498193
"20";"5d11d1d9a7d691ef06cf2d02";"Cali";NA;NA;NA;3;3;3;"VENTA APARTAMENTO RESERVA CAMPESTRE PANCE SUR CALI";"Se Vende Apartamento  en último piso de doble altura  con Blackout  en habitaciones y sala en Conjunto Residencial Reserva Campestre de Pance, oportunidad de negocio para inversionistas. La unidad consta de dos torres cada una con 40 apartamentos

Amplio, aireado, con hermosa vista en medio de la naturaleza con área de  128 M2, con una preciosa vista hacia los Farallones de Cali o hacia el Valle, tres amplias habitaciones, todas con su baño privado, 1 aire acondicionado en la habitación principal, cuarto de servicio con baño, baño social, sala comedor, estudio, cocina integral, doble balcón. Las torres cuentan con doble ascensor, dos parqueaderos en línea. Dos piscinas para niños, una piscina para adultos, turco,  juegos infantiles, parqueadero para visitantes. 

Reserva Campestre se encuentra ubicado en el sur de la ciudad de Cali, cerca de prestigiosas Universidades y Colegios y a pocos minutos de importantes centros comerciales y almacenes de cadena del sur de la ciudad como Carulla, Jardín Plaza y Unicentro.

Posee una ubicación privilegiada por su cercanía a orillas del rio Pance y las visuales abiertas hacia los farallones. Cuenta con un ambiente pleno de tranquilidad, libre de contaminación y propicio para la contemplación de fauna local.";"Apartamento";"Venta";c(-76.5459805, 3.3417337);1958,4399062605;627,426830478406;3295,72323179684
"21";"3d75132a17b8f2a6e106d79b";"Cali";NA;NA;NA;NA;3;2;"VENTA APARTAMENTO VALLE DEL LILI -SUR CALI";"<b>VENTA APARTAMENTO VALLE DEL LILI -SUR CALI</b><br><br><br />
DESCRIPCION: <br />
APARTAMENTO UBICADO EN EL BARRIO VALLE DEL LILI EN UN TERCER PISO CON ASCENSOR, CON UN AREA DE 78 MT2, ESTRATO 4, CUENTA CON TRES HABITACIONES CON CLOSET, DOS BA&Ntilde;OS, COCINA INTEGRAL, BALCON CON VISTA EXTERNA, SALA COMEDOR AMPLIA, ZONA DE OFICIOS, PARQUEADERO PROPIO PLATAFORMA. LA UNIDAD CUENTA CON SALON SOCIAL, PISCINA PARA ADULTO Y NI&Ntilde;O, GYM,TURCO,ZONA DE JUEGOS, CERCA A TRANSPORTE P&Uacute;BLICO, SUPERMERCADOS Y COLEGIOS.<br />
<br /><br><br> Características adicionales: <br> - Agua corriente<br>- Sala<br> <br><br> Ref#685664.";"Apartamento";"Venta";c(-76.5266318, 3.3730412);587,595525298544;135,69874454405;1172,38108120974
"22";"55f571e10bb645ad05ef63ef";"Cali";NA;NA;NA;3;3;NA;"SE CASA CALI SUR VALLE DEL LILI";"JE GRUPO INMOBILIARIO VENE HERMOSA CASA EN CONDOMINIO. El inmueble consta de 2 pisos los cuales estan distribuidos asi.

1 piso: sala comedor, cocina integral, zona de oficios, patio, 1 baño, cuerto de servicio

2 pios: 3 habitaciones 2 baño.

La unidad cuenta zona de juegos para nilños, piscina,parqueadero propio  cubierto y parqueadero comunitario,salon de eventos.
";"Casa";"Venta";c(-76.5262408, 3.372861);542,963650898176;157,236372473575;1125,88380992843
"23";"d51be5dd9532f7371f80d40f";"Cali";NA;131;NA;NA;4;3;"VENTA DE APARTAMENTO EN LOS CAMBULOS SUR  CALI 654-299";"654-299 Se vende Espectacular Apartamento en un 6 piso con ascensor, al sur de Cali, en el barrio los Cambulos. Cuenta con 131 mts, totalmente remodelado desde cañerias a pisos, tiene sala amplia, comedor, balcón con vista al norte y oeste de la ciudad, cocina integral con barra americana y amplias estanterias, zona de lavanderia, alcoba de servicio con baño, hall de habitaciones, baño moderno de alcobas con ducha digital, 3 habitaciones con closet, la principal con jacuzzi, caja de seguridad. La puerta es blindada, instalaciones para el aire acondicionado, citofono, 1 parqueadero en sotano, bahia de parqueadero para visitantes,  porteria y vigilancia permanente, No le da el sol en la tarde. Ubicado en el sur central de Cali, cerca a Imbanaco, Iglesia el Templete, zona medica, y vías principales. Buen acceso al transporte público. MAYOR INFORMACIÓN 3168091822- 3185275244-  032 3734747";"Apartamento";"Venta";c(-76.5418783483, 3.4206603225);662,058261801338;310,394455722852;1325,68007066917
"24";"bfdb81e0983e2fbe4ea2309b";"Cali";NA;1600;NA;NA;5;5;"CIUDAD  JARDÍN, CASA";"CIUDAD JARDIN<br>Casa Independiente Ciudad Jardín<br>Área  lote 1.600 metros <br>Tres años de construida <br>Amplia sala comedor, Cocina equipada moderna <br>Cuatro alcobas con baño, estudio, cuarto de servicio. Sistema de Seguridad - Piscina - Jardines - Árboles frutales <br>Precio 2.750 Millones.<br>Cliente directo<br>Excelente tradición";"Casa";"Venta";c(-76.5400009155, 3.3629999161);837,719371154567;195,336058153628;1270,19175307495
"25";"1cb4f75b133d6b5791bbefb9";"Cali";NA;63;63;1;1;1;"Apartaestudio En Venta En Cali Chipichape";"PARA MAYOR INFORMACION CONTACTAR A CLAUDIA GUAARITA AL 3113839739, APARTAESTUDIO UBICADO EN PISO 4, ESPACIO AMPLIO DE SALA, COCINA INTEGRAL TIPO AMERICANO, ZONA DE OFICIOS INDEPENDIENTES, 1 BAO FUERA DE LA HABITACION, HABITACION AMPLIA CON CLOSET, BALCON AMPLIO, ILUMINADO, FRESCO, DEPOSITO, 1 PARQUEADERO EN SOTANO. EL EDIFICIO CUENTA CON ZONA HUMEDA EN ULTIMO PISO CON JACUZZI, PISCINA, TURCO, SALON SOCIAL, TERRAZA, PORTERIA PERMANENTE. CERCA A SUPERMERCADOS GRANDES, CENTROS COMERCIALES, CLINICAS, COLEGIOS, FACIL SALIDA A AEROPUERTO.";"Apartamento";"Venta";c(-76.525, 3.479);885,747982063966;473,588348917843;1315,87650899745
"26";"d1b4c48f7a56cabc7a5bb296";"Cali";NA;120;120;4;4;4;"Apartamento En Venta En Cali Quintas De Don Simon";"VENDO...Apto.,tercer piso., en quintas don simn., de los mas grandes de la unidad., su estado original. perfecto estado. , pisos en cermica., cuenta con cuatro alcobas mas alcoba del servicio., la unidad cuenta con dos ascensores., parqueadero doble en stano., la unidad cuenta con piscina., saln social., zona de juegos y ademas cuenta con una amplia zona verde con   con cancha mltiple  para nios., excelente ubicacin.,  buenas y varias vas de acceso., como la calle quinta,  Pasoancho hacia la Autopista., hacia la Simn Bolvar., hacia la circunvalar., cerca centro comercial unicentro., san andresito del sur., almacenes la 14., y alkosto.,  cerca colegios universidades., documentos al dia disponibilidad inmediata.,  mas informacin con INDIRA OYOLA CEL. 310 400 55 90";"Apartamento";"Venta";c(-76.536, 3.39);314,847384025008;52,4522626739571;1097,58826225498
"27";"e7b9a0495e2dfcb85886ed10";"Cali";NA;NA;NA;NA;8;2;"VENTA CASA BARRIO LEON TRECE";"<b>VENTA CASA BARRIO LEON TRECE</b><br><br>CASA DE DOS PISOS TERMINA EN PLANCHA, ZONA ORIENTE, BARRIO LEON TRECE, cerca a estaci&oacute;n del m&iacute;o de Villanueva y 20 de julio, centro de salud Luis h Garc&eacute;s, colegios, v&iacute;as como carrera 27, carrera 32, supermercados, avenida sim&oacute;n bol&iacute;var. consta en el primer piso sala comedor, cocina con instalaci&oacute;n a gas, ba&ntilde;o, cuatro alcobas. pisos en cer&aacute;mica. Segundo piso sala comedor, cocina con instalaci&oacute;n a gas, ba&ntilde;o, cuatro alcoba, balc&oacute;n. gradas para subir a la terraza.<br /><br><br> Características adicionales: <br> - Agua corriente<br> <br><br> Ref#825818.";"Casa";"Venta";c(-76.5072721, 3.4257806);748,780461173543;325,685114055296;348,316882379151
"28";"e73d037bdfc51c63c239fdfd";"Cali";NA;264;NA;NA;3;4;"Hermosa Casa de dos niveles, moderna e iluminada con ventilacion cruzada, con un hermoso espejo de a 58071";"Hermosa Casa de dos niveles, moderna e iluminada con ventilacion cruzada, con un hermoso espejo de agua con cascada que atraviesa la sala, en el PISO 1, consta de sala, comedor, cocina, habitacion de servicio baño, baño social, area de lavado, patio, jacussi, parqueadero techado para dos vehiculos, el parqueadero tiene closet. PISO 2 consta de habitacion principal con vestier y baño con entrada de luz natural y closet, 2 habitaciones secundarias con closet y baños con entrada de luz natural, todas las habitaciones con baño, estar para oficina o TV. esta casa posee UN APARTO ESTUDIO de dos niveles con entrada independiente y parqueadero descubierto, PISO 1 sala y cocina PISO 2 habitacion y baño";"Casa";"Venta";c(-76.5459, 3.43286);809,440649148005;148,022941313089;934,338702745399
"29";"f2239cb2a47682b1be66d980";"Cali";NA;NA;NA;6;6;NA;"SE VENDE CASA 3 PISOS CALI SUR, NAPOLES";"JE GRUPO INMOBILIARIO VENDE HERMOSA CASA. El inmueble esta distribuido asi:

1 Piso:  Sala comedor, garaje, 1 habitacion, 1 baño , cocina, patio .

2 Piso:: 5 habitaciones, 1 baño.

3 Piso: terraza,cocina pequeña, zona de oficios, 1 baño.
";"Casa";"Venta";c(-76.5484619, 3.3864252);1006,35228069047;144,113273850676;619,094381565212
"30";"f814be8e2b5c379c78ffae10";"Cali";NA;NA;NA;4;4;NA;"SE VENDE HERMOSA CASA EN CONDOMINIO CIUDAD JARDIN  ( MM)";"Se vende hermosa casa en condominio exclusivo de 17 casas . (MM)( Wasi 4172826)Especificaciones : Primer piso :Hermosa casa remodelada con  acabados de lujo . 
Pisos en mármol
Cocina equipada con campaña y alacena . Baño social Sala de cine con baño o 4 habitación Habitación del servicio con baño Patio de ropas 5 parqueaderos 
Terraza 
Bar 
Piscina 
Depósito 
Parlantes Bose.Segundo piso : 3 habitaciones con baño, aire acondicionado y vestierHabitación principal con terraza y doble vestier 
Baño con tina .Sala de tv o estudio Amplio closet de linos Zona social del condominio :  Salón social 
Piscina 
Área de juegos";"Casa";"Venta";c(-76.5361691, 3.3663153);435,922102940706;131,712463046306;1397,94363687773
"31";"982c2a466d11bcc8346114a2";"Cali";NA;NA;NA;5;5;NA;"VENTA CASA CAMPESTRE CIUDAD PANCE CALI";" Venta hermosa casa de 2 pisos en exclusiva sector de Pance, cuenta con 4 habitaciones, 4 baños, cuarto de servicio con baño, sala comedor, estudio, cuarto pequeño adicional, altillo para bodegaje, amplia zona de ropas, estadero, casita de muñecas o perrera, parqueadero para dos vehículos, bellos jardines y zonas  verdes en el conjunto. En el Condominio cuenta con piscina, salón social, zona de juegos infantiles. ASC
";"Casa";"Venta";c(-76.5430429, 3.3406085);1641,91942923727;655,112580308453;3456,27249277681
"32";"474b51ac08abf21f3ff475c9";"Cali";NA;NA;68;3;3;2;"Apartamento En Venta En Cali Valle Del Lili Cod. VORG122";"En Venta amplio apartamento ubicado en un 5to piso con ascensor, excelente, iluminacin, ventilacin y ubicacin, cerca de la SIMN BOLVAR, MAKRO, C.C la 14 y C.C Jardn Plaza, Consta de 3 habitaciones, 2 baos, estudio, cocina tipo americana, zona de oficios independiente, balcn con vista Panormica y parqueadero privado cubierto, PIDE TU CITA CALI, Con Dios podemos alcanzarlo todo y mucho ms de lo que imaginamos, DIOS te bendiga.";"Apartamento";"Venta";c(-76.495, 3.364);3150,96829085528;1153,11312910001;2530,63579415963
"33";"87c5d47cc17d257c73b5afcf";"Cali";NA;225;NA;NA;3;3;"VENTA DE APARTAMENTO EN CAMINO REAL SUR  CALI 191-1669";"191-1669 Si quieres vivir en el sur central de Cali, diagonal al Centro comercial Palmetto, espectacular apartamento de 225 metros cuadrados de excelente distribución y hermosos acabados, vista panorámica, tiene espacios de sala y comedor amplios, cocina integral, estudio, tres habitaciones, principal con baño, tina y vestier, 2 balcones, apartamento en excelente estado";"Apartamento";"Venta";c(-76.5421969, 3.4112879);137,319734583018;24,8971075768267;1280,63854331573
"34";"3e35c4ac2db4a997bbaed1b6";"Cali";NA;NA;NA;3;3;NA;"apartamento en venta en bochalema.";"Apto en venta en Bochalema con una vista muy agradable desde su balcón de un piso 8, muy fresco, cada alcoba con su clóset, 2 baños, todo con acabados  modernos  y con parqueadero propio en sótano.
Y lo mejor de todo, al mejor precio del mercado 
La nuevas vías de acceso facilitan la llegada a este hermoso apto
";"Apartamento";"Venta";c(-76.5208805, 3.3556317);1291,55033631929;72,7818199194798;1242,8296043905
"35";"7e1d248cacce9e6cd3079928";"Cali";NA;NA;NA;NA;3;2;"APARTAMENTO EN VENTA EN CALI";"¡¡PROYECTO NUEVO EN BOCHALEMA, ZONA DE ALTA VALORIZACIÓN, APARTAMENTOS DE 94.94M2,  CONSTA DE 3 HABITACIONES 2 BAÑOS, VESTIR, SALA COMEDOR, COCINA INTEGRAL Y ZONA DE LAVADO INDEPENDIENTE, BALCON DE 6.62M2, PARQUEADERO CUBIERTO, LA UNIDAD CUENTA CON PARQUE PARA MASCOTAS, PISCINA TIPO PLAYA, SENDERO PARA DEPORTE Y CANCHA DE FÚTBOL. STEVEN OROZCO 3215819388 TRES VEINTIUNO CINCO OCHENTA Y UNO NOVENTA Y TRES OCHO OCHO";"Apartamento";"Venta";c(-76.523, 3.356);1109,18226669942;293,972444919422;1279,55930389625
"36";"1fdc1048b9dbed3b7b08a1bf";"Cali";NA;NA;NA;NA;3;4;"VENDO HERMOSO APARTAMENRO EN SANTA TERESITA";"<b>VENDO HERMOSO APARTAMENRO EN SANTA TERESITA </b><br><br>Vendo Apartamento Santa Teresita <br />
&Aacute;rea ; 147m 2<br />
SALA COMEDOR<br />
BALCONES<br />
COCINA EQUIPADA INTE<br />
3 ALCOBAS<br />
PRINCIPAL CON BA&Ntilde;O Y <br />
ESTAR DE ALCOBAS / ESTUDIO<br />
BA&Ntilde;O DE ALCOBAS <br />
BA&Ntilde;O SOCIAL<br />
Alcoba Servicio<br />
Ba&ntilde;o Servicio<br />
Zona de Ropas<br />
2 Parqueaderos Paralelos<br />
2 Depositos<br />
$670.000.000<br /><br><br> Características adicionales: <br> - Agua corriente<br>- Habitación principal<br>- Estudio<br>- Cuarto de servicio<br> <br><br> Ref#737184.";"Apartamento";"Venta";c(-76.5524357, 3.449486);763,842421967145;392,855921443979;1862,21310426044
"37";"2ae07e129bfb332ba0c3d528";"Cali";NA;NA;NA;3;3;NA;"Apartamento en venta Prados del Norte";"Vendo apto en exclusivo edificio de 32 aptos en prados del norte, piso 16 con excelente vista de 360º  a la ciudad, totalmente remodelado con  espacios abiertos, consta de sala, comedor, balcón, sala de estar, cocina tipo americano, baño social, zona de oficios, baño de habitaciones, tres habitaciones amplias con closet la principal con baño, balcón en hall de alcobas. La unidad consta de piscina, zonas verdes, dos ascensores, tanques de agua, planta eléctrica, y portería 24/7.   Cerca de chipichape y estaciones del mio.
";"Apartamento";"Venta";c(-76.518445015, 3.472855722);494,490312500629;38,6176856572551;1726,19359249756
